global_idx,set,orgi_index,true_label,pred_label,top1_prob
51794,test,1794,55,55,0.5782920718193054
51203,test,1203,36,64,0.5785917043685913
44256,train,44256,47,47,0.5786048769950867
50840,test,840,20,5,0.5786299705505371
52208,test,2208,73,73,0.5786373615264893
46092,train,46092,93,93,0.5786626935005188
24628,train,24628,23,23,0.5786888599395752
19963,train,19963,16,16,0.5787025094032288
11337,train,11337,83,33,0.5789947509765625
45238,train,45238,37,37,0.5791322588920593
36783,train,36783,54,54,0.5791961550712585
59166,test,9166,91,1,0.5793079733848572
55404,test,5404,83,53,0.579336941242218
23113,train,23113,19,3,0.5793585777282715
54846,test,4846,35,35,0.579382061958313
56435,test,6435,93,95,0.579636812210083
1474,train,1474,6,6,0.5799053907394409
58142,test,8142,79,79,0.5799878835678101
57866,test,7866,58,58,0.5799959301948547
3655,train,3655,10,10,0.5803354382514954
7691,train,7691,88,88,0.5803454518318176
32506,train,32506,29,15,0.5803775787353516
51071,test,1071,55,55,0.5803818106651306
57427,test,7427,42,42,0.5804724097251892
36776,train,36776,65,65,0.5805153250694275
55970,test,5970,64,64,0.5806604623794556
41870,train,41870,93,93,0.5807963609695435
37890,train,37890,66,66,0.5808014869689941
59900,test,9900,59,59,0.5808016061782837
3091,train,3091,63,56,0.5809746980667114
53424,test,3424,49,96,0.5810644626617432
52891,test,2891,34,64,0.5811993479728699
58885,test,8885,47,47,0.5812475085258484
11831,train,11831,32,11,0.5813907384872437
33210,train,33210,31,31,0.5814263820648193
54479,test,4479,27,59,0.5814845561981201
49370,train,49370,29,64,0.5815196633338928
45947,train,45947,32,32,0.5815350413322449
53624,test,3624,52,59,0.5815612077713013
31867,train,31867,36,36,0.5815851092338562
58186,test,8186,56,33,0.5816985368728638
42790,train,42790,58,13,0.5817311406135559
15781,train,15781,84,84,0.5818045139312744
56473,test,6473,72,72,0.5820612907409668
32422,train,32422,11,11,0.5821086168289185
9852,train,9852,62,62,0.5822431445121765
35641,train,35641,4,63,0.5822646617889404
56383,test,6383,2,11,0.5822898745536804
6535,train,6535,16,16,0.5823299884796143
50334,test,334,5,5,0.5823485851287842
19042,train,19042,10,10,0.5823739171028137
25065,train,25065,35,35,0.5824791789054871
12867,train,12867,74,74,0.582525372505188
51509,test,1509,29,29,0.5826094746589661
51290,test,1290,79,44,0.5826669335365295
43490,train,43490,4,55,0.582772433757782
33646,train,33646,45,45,0.5827781558036804
55807,test,5807,0,0,0.5830934047698975
43194,train,43194,28,28,0.5831753611564636
28949,train,28949,46,46,0.5832217931747437
53691,test,3691,92,70,0.5832270979881287
51543,test,1543,65,65,0.5834387540817261
10087,train,10087,59,52,0.5836744904518127
17091,train,17091,80,80,0.5838285088539124
57142,test,7142,93,72,0.5839184522628784
50964,test,964,6,6,0.5839241147041321
40627,train,40627,91,91,0.5840349197387695
21402,train,21402,93,93,0.5840578675270081
50290,test,290,27,27,0.5842959880828857
2431,train,2431,54,92,0.5844063758850098
50857,test,857,99,45,0.5844072699546814
54715,test,4715,63,63,0.5844376087188721
2651,train,2651,36,36,0.5845217704772949
50141,test,141,11,11,0.5845261812210083
6744,train,6744,31,31,0.5845611691474915
56513,test,6513,93,79,0.5845717191696167
50491,test,491,25,94,0.584631621837616
44036,train,44036,12,12,0.5846958756446838
53980,test,3980,11,11,0.584747850894928
52369,test,2369,81,90,0.5849539637565613
41366,train,41366,14,1,0.5849896669387817
52081,test,2081,84,20,0.5850642323493958
57045,test,7045,81,13,0.5851054787635803
479,train,479,49,49,0.585112452507019
46329,train,46329,18,18,0.5851924419403076
50423,test,423,96,96,0.5853821635246277
34655,train,34655,70,62,0.5856282114982605
55693,test,5693,33,59,0.5859487652778625
27828,train,27828,36,36,0.5859581828117371
25037,train,25037,25,25,0.5863538980484009
54606,test,4606,43,43,0.5864401459693909
55171,test,5171,8,8,0.58674156665802
54179,test,4179,60,60,0.5868152976036072
56391,test,6391,74,50,0.5868222713470459
53043,test,3043,27,44,0.5872189998626709
52142,test,2142,41,41,0.5873146653175354
24162,train,24162,32,67,0.5874754786491394
52799,test,2799,4,55,0.5874999761581421
52433,test,2433,46,46,0.5876120328903198
50476,test,476,8,8,0.5876873135566711
53984,test,3984,40,40,0.5877119302749634
59037,test,9037,50,74,0.5877808332443237
32187,train,32187,52,52,0.5877841711044312
14979,train,14979,54,54,0.5878497362136841
5224,train,5224,35,98,0.5878645181655884
54770,test,4770,30,30,0.5879958271980286
31934,train,31934,36,50,0.5880008935928345
9589,train,9589,99,99,0.5882248878479004
55439,test,5439,60,60,0.5882566571235657
56384,test,6384,2,11,0.5883552432060242
4613,train,4613,95,95,0.5884225368499756
57312,test,7312,24,7,0.5884289741516113
55927,test,5927,76,76,0.5884959101676941
34960,train,34960,28,28,0.5887524485588074
54758,test,4758,31,19,0.5887588262557983
54157,test,4157,55,55,0.5889019966125488
1514,train,1514,74,50,0.5890215635299683
44313,train,44313,41,41,0.5890432000160217
10514,train,10514,80,80,0.5891085863113403
38503,train,38503,90,90,0.5891155004501343
53735,test,3735,52,59,0.5891769528388977
51664,test,1664,12,12,0.5892073512077332
43875,train,43875,76,76,0.5892521739006042
6152,train,6152,67,30,0.5894920229911804
54502,test,4502,62,53,0.5895720720291138
6642,train,6642,10,16,0.5896100997924805
53081,test,3081,35,2,0.5897350907325745
51782,test,1782,51,51,0.5897729396820068
48926,train,48926,4,4,0.5897849202156067
9006,train,9006,8,8,0.58989417552948
15371,train,15371,72,72,0.5899485945701599
38343,train,38343,41,41,0.5900457501411438
11341,train,11341,79,24,0.590117335319519
5754,train,5754,14,66,0.590442419052124
57089,test,7089,84,84,0.5904703736305237
34081,train,34081,10,10,0.5906009674072266
47273,train,47273,32,93,0.5906280875205994
55398,test,5398,4,4,0.5906909108161926
18756,train,18756,36,36,0.5907807350158691
24603,train,24603,54,54,0.5908865928649902
59976,test,9976,65,80,0.5909753441810608
37125,train,37125,36,36,0.5910695195198059
18039,train,18039,57,57,0.591110348701477
54989,test,4989,62,53,0.5911552906036377
57825,test,7825,70,54,0.5912420749664307
53454,test,3454,65,34,0.591344952583313
34793,train,34793,69,69,0.5915085673332214
56182,test,6182,99,78,0.591525673866272
55545,test,5545,98,46,0.591673731803894
10569,train,10569,75,44,0.5917885899543762
50449,test,449,85,85,0.5918193459510803
59538,test,9538,29,29,0.5918285846710205
58283,test,8283,56,56,0.5918493866920471
6921,train,6921,33,33,0.5920172333717346
58760,test,8760,23,23,0.5920391082763672
51841,test,1841,64,74,0.5920680165290833
50524,test,524,62,70,0.5922181010246277
57895,test,7895,5,84,0.5922504663467407
35918,train,35918,34,72,0.5923886299133301
58796,test,8796,68,60,0.5924777984619141
43648,train,43648,96,96,0.5925403833389282
25111,train,25111,10,93,0.5926342606544495
7041,train,7041,35,35,0.5928757190704346
19173,train,19173,83,83,0.5928887724876404
1328,train,1328,98,70,0.5929223895072937
17929,train,17929,36,36,0.5930944681167603
55580,test,5580,5,5,0.5931071043014526
50339,test,339,95,95,0.5932163596153259
42792,train,42792,72,72,0.5932380557060242
4486,train,4486,25,25,0.5933939814567566
51557,test,1557,10,28,0.5936294198036194
57643,test,7643,89,89,0.5936359763145447
35241,train,35241,10,10,0.5937001705169678
50826,test,826,62,82,0.5938618183135986
53730,test,3730,10,10,0.5939343571662903
50231,test,231,57,57,0.59402996301651
51077,test,1077,33,33,0.5942121148109436
39583,train,39583,18,18,0.5942128300666809
57048,test,7048,71,71,0.5942804217338562
59689,test,9689,40,40,0.5943078398704529
57000,test,7000,35,35,0.5943160653114319
55495,test,5495,89,89,0.5943910479545593
55300,test,5300,54,54,0.5944043397903442
55902,test,5902,44,44,0.5945039987564087
53097,test,3097,76,76,0.5947993993759155
57503,test,7503,34,34,0.5948129296302795
55773,test,5773,73,73,0.5948318243026733
48147,train,48147,47,47,0.5949151515960693
24309,train,24309,25,25,0.5949387550354004
57629,test,7629,92,92,0.5949873924255371
50217,test,217,67,67,0.5951334238052368
28935,train,28935,34,34,0.5951798558235168
51793,test,1793,91,91,0.5952414274215698
27435,train,27435,92,0,0.5953016877174377
35885,train,35885,43,43,0.5954117178916931
51011,test,1011,60,68,0.5955020785331726
52425,test,2425,10,70,0.595604658126831
2035,train,2035,37,85,0.5956330895423889
6707,train,6707,2,2,0.5956520438194275
16664,train,16664,74,74,0.5956782698631287
50829,test,829,25,25,0.5958437323570251
46609,train,46609,36,36,0.5961187481880188
23260,train,23260,70,70,0.5964587926864624
52681,test,2681,88,42,0.5965104103088379
52827,test,2827,27,42,0.5965455770492554
9757,train,9757,43,43,0.5966517925262451
14067,train,14067,8,68,0.5966854095458984
50097,test,97,75,75,0.5967013835906982
52275,test,2275,55,72,0.5967279672622681
36905,train,36905,35,98,0.5967295169830322
24225,train,24225,54,54,0.5967906713485718
46443,train,46443,67,67,0.5967990756034851
53492,test,3492,0,0,0.596866250038147
55304,test,5304,8,8,0.5969513654708862
34419,train,34419,60,49,0.5969542860984802
12756,train,12756,42,42,0.5970228910446167
59714,test,9714,91,91,0.5970467925071716
37551,train,37551,10,10,0.5970726609230042
50757,test,757,98,98,0.5970774292945862
33371,train,33371,29,29,0.5970978140830994
22354,train,22354,29,29,0.5971130728721619
6920,train,6920,45,26,0.5971292853355408
7818,train,7818,36,50,0.597131073474884
26568,train,26568,23,23,0.5972351431846619
24356,train,24356,67,67,0.5972358584403992
53208,test,3208,55,72,0.5975701808929443
43865,train,43865,26,26,0.5975723266601562
50436,test,436,31,31,0.5976923704147339
58078,test,8078,98,98,0.5977113842964172
26467,train,26467,80,80,0.5977790355682373
13803,train,13803,71,23,0.5978108048439026
34278,train,34278,25,25,0.5981088876724243
56432,test,6432,27,27,0.598206102848053
18907,train,18907,85,12,0.5982093214988708
27375,train,27375,8,8,0.5982221364974976
6150,train,6150,69,69,0.5982630848884583
57856,test,7856,56,73,0.5983087420463562
5752,train,5752,39,39,0.5983788371086121
57315,test,7315,26,45,0.5986099243164062
51361,test,1361,12,12,0.5986195802688599
24106,train,24106,6,6,0.5987056493759155
11756,train,11756,56,59,0.5988306999206543
70,train,70,92,92,0.5988776683807373
57408,test,7408,50,50,0.5989091396331787
54932,test,4932,54,54,0.5989153385162354
42998,train,42998,35,35,0.5989285707473755
55087,test,5087,61,61,0.5991827249526978
11918,train,11918,54,54,0.5992123484611511
50670,test,670,30,30,0.5995033979415894
54365,test,4365,50,50,0.5995274782180786
56861,test,6861,12,33,0.5995937585830688
5174,train,5174,37,37,0.5996382236480713
56859,test,6859,10,10,0.5996507406234741
56109,test,6109,4,88,0.5997017025947571
24749,train,24749,77,77,0.5998353958129883
55338,test,5338,40,28,0.5998591780662537
57368,test,7368,11,2,0.5999231338500977
14600,train,14600,81,81,0.6000207662582397
23121,train,23121,77,77,0.6001524925231934
39317,train,39317,64,64,0.6003001928329468
10470,train,10470,73,73,0.6006777882575989
51465,test,1465,12,12,0.6006818413734436
45216,train,45216,10,10,0.6007062196731567
11697,train,11697,54,54,0.6007624268531799
4507,train,4507,57,57,0.6008821725845337
37854,train,37854,42,42,0.6009241938591003
58811,test,8811,73,73,0.6009975075721741
55899,test,5899,41,41,0.6010790467262268
5666,train,5666,31,3,0.6011420488357544
4082,train,4082,76,76,0.6011543869972229
3496,train,3496,61,61,0.601241946220398
51710,test,1710,40,40,0.6012689471244812
57928,test,7928,95,30,0.6013059616088867
28372,train,28372,34,34,0.6013291478157043
30815,train,30815,85,85,0.6013507843017578
51494,test,1494,70,92,0.601365864276886
54880,test,4880,25,25,0.6013766527175903
38678,train,38678,23,71,0.6014382243156433
56850,test,6850,67,30,0.6015157699584961
54630,test,4630,90,90,0.6015321612358093
37368,train,37368,40,40,0.601561427116394
5746,train,5746,89,82,0.6016308665275574
987,train,987,42,42,0.6017172932624817
54076,test,4076,81,81,0.6017472147941589
46586,train,46586,50,50,0.6017867922782898
53863,test,3863,10,61,0.6018563508987427
15367,train,15367,94,87,0.6018706560134888
32854,train,32854,36,36,0.6019648313522339
35595,train,35595,13,13,0.6021854877471924
11260,train,11260,59,59,0.6021991968154907
30944,train,30944,54,54,0.6022315621376038
58157,test,8157,57,57,0.6022413372993469
4693,train,4693,48,48,0.6022863984107971
51750,test,1750,73,30,0.6022995710372925
50011,test,11,75,75,0.6023609638214111
58137,test,8137,96,49,0.6025438904762268
28865,train,28865,37,17,0.602552056312561
52938,test,2938,25,84,0.6027389764785767
50314,test,314,43,15,0.6027599573135376
44816,train,44816,73,73,0.6027635335922241
56373,test,6373,67,67,0.603130042552948
37711,train,37711,50,80,0.6031395196914673
56350,test,6350,2,98,0.6033043265342712
55118,test,5118,11,46,0.6034731268882751
30516,train,30516,11,11,0.6035334467887878
57909,test,7909,57,53,0.6036114692687988
58770,test,8770,69,69,0.6036914587020874
58539,test,8539,31,31,0.603930652141571
47392,train,47392,38,38,0.6042134165763855
50473,test,473,14,75,0.6042988896369934
46246,train,46246,57,57,0.6043620109558105
20692,train,20692,37,37,0.6044333577156067
56079,test,6079,10,10,0.604529619216919
16335,train,16335,57,57,0.6045818328857422
50954,test,954,10,10,0.604659378528595
59567,test,9567,74,75,0.6046797037124634
29112,train,29112,24,24,0.6046907305717468
138,train,138,76,76,0.6047508716583252
25744,train,25744,61,61,0.6047810912132263
22495,train,22495,47,47,0.6047862768173218
45130,train,45130,47,52,0.6047905087471008
52840,test,2840,98,98,0.6048043370246887
8169,train,8169,73,2,0.6048218607902527
12593,train,12593,36,36,0.6049985885620117
54247,test,4247,98,98,0.6050938963890076
47175,train,47175,8,8,0.6051015257835388
46929,train,46929,16,16,0.6051111221313477
55864,test,5864,71,71,0.6051432490348816
17552,train,17552,96,96,0.6051890850067139
51009,test,1009,92,62,0.6052115559577942
57671,test,7671,11,46,0.6053406596183777
19734,train,19734,65,65,0.6054134964942932
59203,test,9203,89,89,0.6054572463035583
57316,test,7316,71,71,0.6054961681365967
53729,test,3729,88,88,0.6055355668067932
52624,test,2624,89,89,0.6056267619132996
26424,train,26424,10,10,0.6057878732681274
52798,test,2798,65,65,0.605943500995636
51453,test,1453,29,29,0.6061202883720398
13422,train,13422,4,4,0.6062451601028442
29210,train,29210,18,96,0.6062813997268677
58403,test,8403,63,63,0.6064638495445251
11883,train,11883,39,39,0.6064919233322144
54836,test,4836,46,46,0.6065019369125366
50165,test,165,47,52,0.6066847443580627
57652,test,7652,83,83,0.6067796945571899
48757,train,48757,28,10,0.6068016290664673
3006,train,3006,15,15,0.6068969964981079
44890,train,44890,7,7,0.6069135665893555
10963,train,10963,97,64,0.6069279313087463
54694,test,4694,37,37,0.6069828271865845
53860,test,3860,67,30,0.6070945858955383
16440,train,16440,43,43,0.60720294713974
4279,train,4279,24,24,0.6073393225669861
32432,train,32432,91,95,0.6073503494262695
31404,train,31404,44,44,0.6073876023292542
8371,train,8371,35,35,0.6074112057685852
53503,test,3503,29,29,0.6074117422103882
54124,test,4124,49,49,0.6076613068580627
50583,test,583,22,22,0.6077283024787903
50931,test,931,60,71,0.6078625321388245
52930,test,2930,65,75,0.6078961491584778
12529,train,12529,4,4,0.6080785393714905
50976,test,976,82,82,0.6081327199935913
53040,test,3040,25,87,0.608164370059967
7158,train,7158,35,35,0.6081952452659607
56204,test,6204,94,87,0.6082464456558228
37827,train,37827,46,46,0.6082543134689331
11585,train,11585,44,44,0.6085700988769531
44695,train,44695,29,29,0.6087736487388611
58260,test,8260,84,84,0.6087945699691772
53646,test,3646,25,5,0.6088399887084961
53812,test,3812,31,78,0.6088899374008179
54317,test,4317,35,35,0.6089205145835876
50693,test,693,92,92,0.6093095541000366
56645,test,6645,19,19,0.6095336675643921
59484,test,9484,63,63,0.6097036600112915
4099,train,4099,35,35,0.6098251938819885
21650,train,21650,18,18,0.6098620891571045
32297,train,32297,20,87,0.6099245548248291
19747,train,19747,60,71,0.610019862651825
59895,test,9895,31,31,0.6101565361022949
55540,test,5540,66,66,0.6101596355438232
36880,train,36880,95,95,0.6102128028869629
59269,test,9269,57,82,0.6107035875320435
20800,train,20800,37,37,0.6107790470123291
55543,test,5543,65,38,0.6108117699623108
21822,train,21822,57,57,0.6109263896942139
50719,test,719,57,0,0.611177921295166
20860,train,20860,42,42,0.6113964915275574
33215,train,33215,36,36,0.6114078164100647
50534,test,534,35,98,0.6115465760231018
40777,train,40777,35,98,0.6115801334381104
51539,test,1539,30,30,0.6115933656692505
51143,test,1143,13,13,0.6116660237312317
50740,test,740,93,93,0.6117206811904907
35518,train,35518,49,49,0.6118437051773071
51651,test,1651,88,88,0.6121103763580322
53988,test,3988,38,38,0.6121188402175903
18596,train,18596,45,66,0.6121422052383423
53120,test,3120,59,59,0.6122949719429016
59027,test,9027,13,13,0.6123805642127991
50086,test,86,78,78,0.6124029755592346
44096,train,44096,7,24,0.6124799251556396
23525,train,23525,57,57,0.6127113103866577
54820,test,4820,74,74,0.6127175688743591
6431,train,6431,18,18,0.6130814552307129
52310,test,2310,31,31,0.6131114959716797
42688,train,42688,89,89,0.6136179566383362
56974,test,6974,96,96,0.6136409640312195
58003,test,8003,95,95,0.6137434244155884
50062,test,62,15,15,0.6137498021125793
56502,test,6502,26,26,0.6137498617172241
55600,test,5600,69,69,0.6137738823890686
59408,test,9408,46,11,0.6138964891433716
51649,test,1649,12,12,0.6140554547309875
56686,test,6686,31,31,0.6140828728675842
57823,test,7823,58,58,0.6141632199287415
24770,train,24770,38,38,0.614225447177887
57388,test,7388,89,12,0.6142579913139343
30572,train,30572,66,66,0.6142589449882507
54427,test,4427,44,44,0.614333987236023
51175,test,1175,51,51,0.6143353581428528
53493,test,3493,51,77,0.6144173741340637
53991,test,3991,31,31,0.6145106554031372
53246,test,3246,37,37,0.6148423552513123
54405,test,4405,7,7,0.6148942112922668
3212,train,3212,33,33,0.6152220368385315
53920,test,3920,37,37,0.615286648273468
25644,train,25644,92,92,0.6153822541236877
52534,test,2534,45,93,0.6153936386108398
54508,test,4508,19,19,0.6154233813285828
37963,train,37963,90,13,0.6154894828796387
59923,test,9923,68,68,0.6154903769493103
15140,train,15140,56,59,0.6156215071678162
38653,train,38653,35,35,0.615760326385498
54762,test,4762,32,32,0.6157733798027039
19933,train,19933,8,8,0.6158975958824158
51944,test,1944,94,94,0.616104245185852
6900,train,6900,66,66,0.6162485480308533
58984,test,8984,29,29,0.616267204284668
2127,train,2127,10,10,0.616325318813324
34191,train,34191,13,13,0.6163985133171082
57737,test,7737,10,61,0.6165577173233032
50731,test,731,78,78,0.6167808771133423
57721,test,7721,87,81,0.6168652176856995
18096,train,18096,38,64,0.6169273257255554
21648,train,21648,42,42,0.6169387698173523
57383,test,7383,40,28,0.6170721054077148
41319,train,41319,37,37,0.6170781850814819
59822,test,9822,49,49,0.6171579360961914
56714,test,6714,84,84,0.6171941161155701
58164,test,8164,26,45,0.6171969175338745
28209,train,28209,67,67,0.6172042489051819
14303,train,14303,36,36,0.6172559261322021
39515,train,39515,21,21,0.6173378825187683
12330,train,12330,6,6,0.6175050735473633
15735,train,15735,19,19,0.617572546005249
26041,train,26041,62,62,0.6175965070724487
20357,train,20357,37,90,0.6176877021789551
8665,train,8665,13,13,0.6179535388946533
57071,test,7071,95,95,0.6179565191268921
24076,train,24076,92,92,0.6180487871170044
50573,test,573,2,2,0.618074357509613
27213,train,27213,69,23,0.618149995803833
35016,train,35016,33,33,0.6181907653808594
56262,test,6262,81,13,0.6183056235313416
27329,train,27329,92,83,0.6183297634124756
59413,test,9413,7,7,0.6183851957321167
51561,test,1561,11,11,0.6183947920799255
59559,test,9559,81,81,0.6184108853340149
40224,train,40224,51,62,0.6185899376869202
59267,test,9267,74,50,0.6186224222183228
57299,test,7299,72,72,0.618664562702179
5157,train,5157,9,16,0.6187388896942139
16660,train,16660,8,8,0.6187682151794434
10064,train,10064,59,52,0.6189878582954407
54659,test,4659,91,1,0.6190809607505798
40157,train,40157,55,55,0.6191054582595825
22608,train,22608,89,89,0.6191953420639038
52039,test,2039,43,43,0.6194369196891785
19696,train,19696,42,42,0.6195178031921387
54356,test,4356,67,67,0.6196126341819763
56754,test,6754,54,54,0.6197065711021423
27509,train,27509,96,96,0.6199483275413513
50064,test,64,7,62,0.6200032234191895
30455,train,30455,72,72,0.6200829744338989
51177,test,1177,18,18,0.6201592087745667
46400,train,46400,37,37,0.6203117370605469
6677,train,6677,50,50,0.6203499436378479
23577,train,23577,47,59,0.6203752756118774
50895,test,895,37,37,0.6204790472984314
59412,test,9412,15,15,0.6205058693885803
16395,train,16395,36,36,0.6206031441688538
17816,train,17816,36,36,0.620611310005188
36027,train,36027,77,77,0.6206647157669067
57891,test,7891,93,72,0.6207188367843628
21341,train,21341,25,25,0.620750904083252
54300,test,4300,29,29,0.6208562850952148
47139,train,47139,88,88,0.6209316849708557
29794,train,29794,53,53,0.6210116744041443
53094,test,3094,6,63,0.621046781539917
26267,train,26267,36,3,0.6211057901382446
45737,train,45737,29,29,0.6211097240447998
42970,train,42970,39,39,0.6211326122283936
48029,train,48029,36,50,0.6212429404258728
55757,test,5757,90,90,0.6213995218276978
50074,test,74,32,67,0.6215296387672424
56412,test,6412,37,37,0.6216334700584412
3773,train,3773,34,97,0.6217432618141174
58323,test,8323,80,80,0.6218047142028809
50915,test,915,15,15,0.6219111084938049
59514,test,9514,60,60,0.6219329237937927
17045,train,17045,6,6,0.6220279335975647
37765,train,37765,14,14,0.6220322251319885
51089,test,1089,59,52,0.6220566630363464
55656,test,5656,71,71,0.6220583319664001
38866,train,38866,78,99,0.6223011016845703
43026,train,43026,62,62,0.6224169135093689
53872,test,3872,39,39,0.6224209666252136
54107,test,4107,3,64,0.622520387172699
57026,test,7026,17,17,0.622622549533844
31332,train,31332,19,19,0.6226434707641602
52994,test,2994,16,16,0.622715175151825
16940,train,16940,50,55,0.6227492690086365
56479,test,6479,52,52,0.6227678656578064
52450,test,2450,30,30,0.6228681802749634
2037,train,2037,42,42,0.622896134853363
57922,test,7922,90,90,0.6229486465454102
46728,train,46728,40,86,0.6232512593269348
52760,test,2760,43,43,0.6232641339302063
27539,train,27539,14,14,0.6233385801315308
32645,train,32645,47,47,0.6234202980995178
58914,test,8914,73,91,0.6235410571098328
3851,train,3851,62,62,0.6235702633857727
3794,train,3794,30,30,0.6236156821250916
58968,test,8968,6,6,0.6238681077957153
29536,train,29536,36,36,0.6238865256309509
14386,train,14386,54,54,0.6239628195762634
52103,test,2103,83,83,0.623990535736084
59643,test,9643,96,96,0.6241102814674377
53177,test,3177,89,89,0.6241670846939087
59707,test,9707,4,55,0.6242052912712097
31296,train,31296,54,70,0.624206006526947
34303,train,34303,49,49,0.6242371201515198
9509,train,9509,25,17,0.6242502927780151
51407,test,1407,31,3,0.6242529153823853
38644,train,38644,35,11,0.6243574619293213
56634,test,6634,32,82,0.6244590878486633
51873,test,1873,76,17,0.6245750188827515
57873,test,7873,88,88,0.6246901750564575
13570,train,13570,27,27,0.6247640252113342
35764,train,35764,42,42,0.6248728632926941
43608,train,43608,15,79,0.6249061822891235
31640,train,31640,35,98,0.6250110864639282
1260,train,1260,37,37,0.625028669834137
17945,train,17945,23,60,0.6250582337379456
59206,test,9206,45,16,0.6251344084739685
51680,test,1680,10,10,0.625150740146637
46084,train,46084,86,41,0.6251800060272217
15734,train,15734,72,72,0.6251940131187439
51012,test,1012,2,46,0.6253145337104797
50009,test,9,0,53,0.6255359053611755
34014,train,34014,43,43,0.6258532404899597
13755,train,13755,49,49,0.6258772611618042
48436,train,48436,29,29,0.6258966326713562
50419,test,419,33,96,0.6259223222732544
18926,train,18926,92,92,0.6259604096412659
57951,test,7951,62,83,0.6261582970619202
53332,test,3332,77,57,0.6262375712394714
18767,train,18767,36,36,0.6263448596000671
4205,train,4205,93,93,0.626538872718811
57285,test,7285,94,16,0.6265713572502136
3134,train,3134,32,32,0.6266787052154541
51493,test,1493,31,31,0.626680314540863
8547,train,8547,84,84,0.6266961097717285
55936,test,5936,46,11,0.6268699169158936
55451,test,5451,73,69,0.6269590854644775
5001,train,5001,8,48,0.626995325088501
53231,test,3231,93,72,0.6270169019699097
29655,train,29655,67,67,0.6270208358764648
54531,test,4531,14,14,0.6270359754562378
50265,test,265,91,91,0.6270530223846436
55894,test,5894,16,16,0.6273465156555176
55644,test,5644,77,77,0.6275148391723633
34936,train,34936,44,44,0.6275417804718018
28083,train,28083,51,51,0.6276515126228333
24163,train,24163,29,29,0.6277321577072144
53020,test,3020,14,14,0.6277620792388916
2598,train,2598,48,48,0.6279075741767883
21854,train,21854,32,32,0.6279820799827576
33130,train,33130,37,81,0.6280102729797363
54493,test,4493,65,38,0.6280535459518433
42087,train,42087,31,31,0.6280866861343384
30992,train,30992,76,76,0.628554105758667
55729,test,5729,93,93,0.6286191344261169
24168,train,24168,29,29,0.6288536190986633
58526,test,8526,63,96,0.6289917230606079
11568,train,11568,36,36,0.629233181476593
53132,test,3132,45,16,0.6292352080345154
24867,train,24867,84,84,0.6293200850486755
42941,train,42941,35,35,0.6293867230415344
59557,test,9557,77,77,0.6294516921043396
57346,test,7346,11,35,0.6299267411231995
57075,test,7075,50,50,0.629963219165802
29965,train,29965,72,55,0.6300005316734314
35614,train,35614,29,29,0.630088746547699
57974,test,7974,42,42,0.6302133202552795
8716,train,8716,7,7,0.6304842233657837
55754,test,5754,59,59,0.6305800080299377
7967,train,7967,25,25,0.6307419538497925
4568,train,4568,35,35,0.6307475566864014
22233,train,22233,76,33,0.6308386325836182
8695,train,8695,12,12,0.6308388710021973
20733,train,20733,8,8,0.6308974623680115
2967,train,2967,87,87,0.6310986280441284
53509,test,3509,43,43,0.631246030330658
26901,train,26901,98,98,0.6313017010688782
7599,train,7599,80,80,0.6314268708229065
54346,test,4346,0,53,0.6315141916275024
19554,train,19554,4,4,0.6315634846687317
59727,test,9727,11,11,0.631581723690033
50489,test,489,72,72,0.6316397786140442
57393,test,7393,96,96,0.6318256258964539
50574,test,574,99,99,0.6320841908454895
16505,train,16505,65,38,0.6321478486061096
186,train,186,81,81,0.6322043538093567
15544,train,15544,49,49,0.6323167085647583
50504,test,504,2,11,0.6323171854019165
16022,train,16022,57,57,0.632357120513916
16354,train,16354,36,36,0.6325569748878479
51616,test,1616,13,13,0.6325877904891968
12807,train,12807,31,31,0.6326290965080261
58298,test,8298,5,5,0.6327164769172668
13244,train,13244,24,24,0.6327682733535767
13781,train,13781,22,22,0.6328552961349487
27968,train,27968,84,2,0.6329910159111023
52363,test,2363,90,90,0.6330567002296448
54221,test,4221,53,53,0.6331169605255127
56362,test,6362,52,59,0.6331238746643066
40210,train,40210,35,35,0.6332099437713623
3471,train,3471,72,55,0.6332858204841614
53933,test,3933,58,58,0.6332947015762329
10460,train,10460,42,42,0.6333470344543457
14940,train,14940,38,38,0.6334083080291748
37225,train,37225,18,18,0.6334891319274902
55422,test,5422,57,57,0.6335917711257935
23815,train,23815,54,54,0.633724570274353
26740,train,26740,89,89,0.6337850093841553
54345,test,4345,15,15,0.6339691877365112
56551,test,6551,92,92,0.6339706182479858
52739,test,2739,36,36,0.6343340277671814
54290,test,4290,19,19,0.6343494057655334
29335,train,29335,36,36,0.6343939900398254
55687,test,5687,86,86,0.6345551609992981
29227,train,29227,76,76,0.6346550583839417
5885,train,5885,22,22,0.6346609592437744
21468,train,21468,50,50,0.6348851919174194
57455,test,7455,98,46,0.6349255442619324
58345,test,8345,64,64,0.6353716254234314
58469,test,8469,88,88,0.6355545520782471
213,train,213,45,45,0.6356009244918823
46687,train,46687,54,54,0.6356019377708435
56623,test,6623,36,64,0.6356496214866638
53939,test,3939,19,19,0.6356930732727051
59065,test,9065,36,3,0.635782778263092
53076,test,3076,81,81,0.63579261302948
56679,test,6679,51,51,0.6358031630516052
48971,train,48971,4,4,0.6358508467674255
18426,train,18426,32,32,0.6358592510223389
7178,train,7178,4,4,0.6360818147659302
